,Doc Title,Len_char,Len_word,Output,Sent
148,En56-226-2008-eng,316.0,37.0,['Guidebook provide materials']," 

(cid:129)  Practical:  The  SAM  Guidebook  provides  additional
reference  materials,  including:  information  on  how  to
interpret the consequences of climate change; potential
adaptation options available; an extensive list of published
guidebooks; and  several  other  resources  available  for
consultation"
183,En56-226-2008-eng,335.0,48.0,['options increase capacities']," The significance of sustainable
development  options  in  increasing  capacities  to  adapt  and
reducing GHG emissions leads to an important message that
could help guide responses to climate change at the level of
local  governments: there  is  a  strong  link  between  climate
change, increasing GHGs and our development decisions"
184,En56-226-2008-eng,174.0,25.0,['responses meet criteria'],"

Furthermore, only those responses to climate change that
meet the criteria of sustainable development and help build
resilient communities will be effective in the long-run"
204,En56-226-2008-eng,183.0,26.0,['measures increase emissions'],"  Mitigation  measures  can  increase  local
vulnerability to climate change, and measures for adaptation
can increase the local emissions of GHG – unless they are
considered together"
219,En56-226-2008-eng,158.0,18.0,['preparedness expand application']," Drought preparedness through  demand
side management; expanded application of
recycling and conservation principles

Emissions Reduced

M

Unsustainability
e"
254,En56-226-2008-eng,187.0,27.0,['users include governments']," The users include local governments, planners,
policy-makers and community leaders who aim to address local development issues in a sustainable
way and are concerned about climate change"
261,En56-226-2008-eng,120.0,18.0,['Guidebook outline series']," 

The Guidebook outlines a series of steps that lead to the
development of locally-specific responses to climate change"
288,En56-226-2008-eng,578.0,77.0,"['step identify focus', 'status examine development', 'impacts develop vision', 'impacts identify goal']"," Each step

Identify focus and objectives of a

SAM project 

Start new SAM
project cycle 

Set trajectories to 

meet priorities 

Identify actions to achieve

future vision 

Develop capacities and
institutional linkages

tosupport implementation 

Assess present 
status and trends 

Examine current development
challenges, planning priorities

and capacities

Estimate impacts of 
changing climate 

Develop a vision of the future

Assess impacts of climate change and
potential for adaptation and mitigation

Identify goal and principles of 

local sustainability

FIGURE 2"
292,En56-226-2008-eng,443.0,60.0,"['Appendix contain methods', 'Appendix provide information', 'Appendix give examples']","  Appendix 1 contains methods
suggested throughout the Guidebook; Appendix 2 provides
further information on understanding the consequences of
climate  change  impacts;  Appendix  3  gives  examples, by
province, of mechanisms that promote local sustainability;
Appendix 4 lists references to readily available resources for
climate change adaptation; and Appendix 5 is a glossary that
provides definitions for terms contained in the Guidebook"
296,En56-226-2008-eng,278.0,36.0,['effects protect quality'],"  Sustainable Urban Drainage Systems (SUDS) mimic
natural drainage patterns and act to reduce surface water
runoff  and  impacts  from  flooding  events,  recharge
groundwater  stores,  lower  urban  heat  island  effects,
protect water quality and provide biodiversity benefits"
333,En56-226-2008-eng,1193.0,161.0,['work provide opportunities'],"

28

CANADIAN COMMUNITIES’ GUIDEBOOK FOR ADAPTATION TO CLIMATE CHANGE

guidebook livia-rev-final:Layout 1  12/23/08  9:25 AM  Page 29

GUIDEBOOK FOR ADAPTATION TO CLIMATE CHANGE  STEP  1

The  collaborative  work  between  local  governments’  and  researchers  provides  significant  opportunities  for  local
governments, including:

• Obtaining information on the areas of interests and facilitating integration into policy-making (including extreme events,
maps of local flooding and hazards, updated future hydrological scenarios, local specific information about precipitation,
timing of snowmelt)

• Getting examples of changes in climate variables such as increases in temperature and changes in precipitation patterns

which are important for local hydrology, habitat and construction 

• Getting help in understating the sources of uncertainty in data 

• Developing credible costing information, such as the cost of inaction and cost of adapting at the local level 

• Accessing examples from case studies from communities and transforming lessons learned to the local level

• Developing and testing indicators to measure the effectiveness of adaptation and mitigation activities"
340,En56-226-2008-eng,244.0,35.0,['project receive attention'],"  Also,
experiences from local government initiatives on adaptation to
climate change show that having a champion within the local
government helps to ensure that the project receives sufficient
attention and support within the local government"
341,En56-226-2008-eng,187.0,27.0,['challenge require coordination']," While
capacity to address climate change issues may exist in isolated
pieces in departments of the local government, the nature of
this challenge requires coordination across departments"
347,En56-226-2008-eng,414.0,59.0,['Executive establish force'],"

CANADIAN COMMUNITIES’ GUIDEBOOK FOR ADAPTATION TO CLIMATE CHANGE

29

guidebook livia-rev-final:Layout 1  12/23/08  9:25 AM  Page 30

GUIDEBOOK FOR ADAPTATION TO CLIMATE CHANGE  STEP  1

CASE STUDY 1

King County, Washington’s adaptation plan

In late 2005, the King County Executive established a “strike force” to develop plans for tackling both climate change
mitigation and adaptation efforts for the County"
361,En56-226-2008-eng,83.0,11.0,['area experience winters'], The area has experienced several consecutive mild winters and drought-like summers
367,En56-226-2008-eng,224.0,32.0,['responses include diversification']," 

Responses to climate change and their implementation: Potential responses include diversification of planted trees
to increase adaptability to climate change, which includes a decrease of pine and an increase of hard wood"
372,En56-226-2008-eng,175.0,23.0,['program combine Knowledge'],"  

The program combines Traditional Knowledge (TK), local observations, and scientific methods to develop a more accurate
understanding of sea ice experiencing climate change"
376,En56-226-2008-eng,146.0,22.0,['goals include identification']," Long-term goals of the
program include the identification of ice safety indicators that can help model ice behaviour in climate change conditions"
404,En56-226-2008-eng,139.0,22.0,['It provide inputs']," It also provides important inputs for the
next step by listing information needs of the practitioners
in regards to climate change impacts"
434,En56-226-2008-eng,166.0,25.0,['they surpass dykes']," However, if projected impacts
of climate change lead to unprecedented storm surges, they would surpass the dykes and overwhelm the coping capacity
of the communities"
437,En56-226-2008-eng,227.0,32.0,['adaptations include distribution'],"  

Responses to climate change and their implementation: Resulting adaptations in the risk management strategy
included the re-distribution of some emergency response equipment and the purchase of a boat by the fire department"
444,En56-226-2008-eng,70.0,12.0,['steps set context']," The previous two
steps set the context for the climate change impacts"
454,En56-226-2008-eng,422.0,61.0,['part obtain information'],"

Identify areas of future vulnerability in the context of relevant plans, policies and regulations

The important part of a climate change impact assessment
should be not only obtaining information about changes in
basic climatic variables such as temperature and precipitation,
but also information on what these changes mean for the
resources, infrastructure and vulnerability of areas relevant for
the local government"
467,En56-226-2008-eng,238.0,39.0,['fires affect ability']," Low snow pack and hot dry summers led to drought conditions in 2002-
2003, causing forest fires and impacts on water supplies in many parts of the basin affecting the ability to meet agricultural,
residential and ecological water demands"
476,En56-226-2008-eng,184.0,30.0,"['issue gain profile', 'issue gain profiledemand gain profile']","   

Responses to climate change and their implementation: The issue of climate change impacts on water supply and
demand has gained a profile in the region over the past several years"
484,En56-226-2008-eng,210.0,32.0,['guidance provide opportunity']," Local plans developed under
the guidance of these documents provide an opportunity to
reflect on local priorities in the context of current planning
goals, principles and the expected impacts of climate change"
485,En56-226-2008-eng,228.0,37.0,['step provide umbrella']," 

STEP 3A: METHODS AND ACTIONS

This step will provide an umbrella for identifying actions to
respond to climate change in the SAM project to meet overall
long-term priorities and help build a resilient community for
the future"
522,En56-226-2008-eng,280.0,40.0,['tools create opportunities']," Policy tools such as Official Community Plans (OCPs)
and Regional Growth Strategies (RGS) create opportunities for communities across BC to incorporate smart growth principles
into guiding the future development of communities to be more resilient and adaptable to climate change"
534,En56-226-2008-eng,638.0,81.0,['Municipality develop tourist']," 

(Contributed by Ione Smith)

38

CANADIAN COMMUNITIES’ GUIDEBOOK FOR ADAPTATION TO CLIMATE CHANGE

guidebook livia-rev-final:Layout 1  12/23/08  9:25 AM  Page 39

GUIDEBOOK FOR ADAPTATION TO CLIMATE CHANGE  STEP  3

Economic Diversification and Sustainability Planning

CASE STUDY 6

Focus,  objectives  and  team  in  the  adaptation  initiative: The  Resort  Municipality  of  Whistler  (the  municipal
administration) and Intrawest Corporation (the resort operators) have been actively developing their non-winter tourist
opportunities, hence diversifying the local economy and making the community more resilient to climate change"
543,En56-226-2008-eng,185.0,26.0,['adaptations improve resilience']," Outputs from Whistler 2020 monitoring allows residents and town planners to verify that
economic adaptations are actually improving the resilience of the municipality to climate change"
545,En56-226-2008-eng,204.0,30.0,"['decisions shape economy', 'decisions shape economy change']"," The monitoring of economic indicators, as determined by the
plan, could help ensure that present and future economic decisions shape a robust and sustainable economy as Whistler
encounters climate change"
552,En56-226-2008-eng,183.0,25.0,['measures increase vulnerability']," Mitigation measures can increase local
vulnerability to climate change, and measures for adaptation
can  increase  local  emissions  of  GHGs  –  unless  they  are
discussed together"
